Name,Country,Age,Height,Weight,Sex,Date of birth,Place of birth,Sport,Event,Medal_Winner,Gold,Silver,Bronze
Joanne Pavey,Great Britain,38,162,49,Female,9/20/1973,Honiton (GBR),Athletics,"Women's 5000m, Women's 10,000m",Not Won,,,
Joao Carlos Almeida,Portugal,24,185,88,Male,4/5/1988,Lisboa (POR),Athletics,Men's 110m Hurdles,Not Won,,,
Joao Costa,Portugal,47,182,102,Male,10/28/1964,Luanda (ANG),Shooting,"Men's 50m Pistol, Men's 10m Air Pistol",Not Won,,,
Joao Lucca,Brazil,22,,,Male,1/6/1990,Rio De Janeiro (BRA),Swimming,Men's 4x100m Freestyle Relay,Not Won,,,
Joao Monteiro,Portugal,28,180,73,Male,8/29/1983,Guarda (POR),Table Tennis,"Men's Singles, Men's Team",Not Won,,,
Joao Pina,Portugal,31,177,73,Male,7/31/1981,Lisboa (POR),Judo,Men's -73kg,Not Won,,,
Joao Silva,Portugal,23,170,60,Male,5/15/1989,BENEDITA (POR),Triathlon,Men's Triathlon,Not Won,,,
Joao Vieira,Portugal,36,175,59,Male,2/20/1976,PORTIMAO (POR),Athletics,"Men's 20km Race Walk, Men's 50km Race Walk",Not Won,,,
Job Kienhuis,Netherlands,22,192,83,Male,11/7/1989,Oldenzaal (NED),Swimming,Men's 1500m Freestyle,Not Won,,,
Jobo Khatoane,Lesotho,21,162,48,Male,6/8/1991,MALUBALUBE (LES),Athletics,Men's Marathon,Not Won,,,
Jocelyn Castillo Suarez,Venezuela,21,151,47,Female,5/20/1991,Barquisimeto (VEN),Diving,Women's 3m Springboard,Not Won,,,
Jochen Kuehner,Germany,31,184,72,Male,10/15/1980,,Rowing,Men's Lightweight Four,Not Won,,,
Jochen Schops,Germany,28,200,103,Male,10/8/1983,VILLINGEN,Volleyball,Men's Volleyball,Not Won,,,
Jodie Schulz,Australia,24,183,74,Female,8/18/1987,REDCLIFFE (AUS),Hockey,Women's Hockey,Not Won,,,
Joe Allen,Great Britain,22,170,65,Male,3/14/1990,,Football,Men's Football,Not Won,,,
Joe Bartoch,Canada,29,190,98,Male,1/3/1983,London (CAN),Swimming,"Men's 100m Butterfly, Men's 4x100m Medley Relay",Not Won,,,
Joe Ingles,Australia,24,204,91,Male,10/2/1987,,Basketball,Men's Basketball,Not Won,,,
Joe Roebuck,Great Britain,27,188,80,Male,6/5/1985,ROTHERHAM (GBR),Swimming,"Men's 200m Butterfly, Men's 200m Individual Medley, Men's 400m Individual Medley",Not Won,,,
Joel Carroll,Australia,25,184,89,Male,9/11/1986,,Hockey,Men's Hockey,Not Won,,,
Joel Dennerley,Australia,25,194,94,Male,6/25/1987,Auburn (AUS),Water Polo,Men's Water Polo,Not Won,,,
Joel Freeland,Great Britain,25,211,111,Male,2/7/1987,,Basketball,Men's Basketball,Not Won,,,
Joel Gonzalez Bonilla,Spain,22,185,,Male,9/30/1989,FIGUERES (ESP),Taekwondo,Men's -58kg,Won,1,,
Joel Mejia,Dominican Republic,21,178,65,Male,8/18/1990,HIGUEY (DOM),Athletics,Men's 4 x 400m Relay,Not Won,,,
Joel Milburn,Australia,26,182,75,Male,3/17/1986,Sydney (AUS),Athletics,Men's 4 x 400m Relay,Not Won,,,
Joel Miller,Great Britain,23,191,86,Male,12/15/1988,BURY (GBR),Volleyball,Men's Volleyball,Not Won,,,
Joel Redhead,Grenada,26,187,60,Male,7/3/1986,ST. GEORGE'S (GRN),Athletics,Men's 200m,Not Won,,,
Joelle Numainville,Canada,24,175,65,Female,11/20/1987,Montreal (CAN),Cycling - Road,Women's Road Race,Not Won,,,
Joelma Sousa,Brazil,28,,,Female,7/13/1984,TIMON (BRA),Athletics,"Women's 400m, Women's 4 x 400m Relay",Not Won,,,
Joelma Viegas,Angola,25,168,63,Female,10/15/1986,,Handball,Women's Handball,Not Won,,,
Joerg Fiedler,Germany,34,193,87,Male,2/21/1978,,Fencing,Men's Individual Epee,Not Won,,,
Joeri Verlinden,Netherlands,24,180,73,Male,1/22/1988,ROERMOND (NED),Swimming,"Men's 100m Butterfly, Men's 4x100m Medley Relay",Not Won,,,
Johan Brunstrom,Sweden,32,193,89,Male,4/3/1980,,Tennis,Men's Doubles,Not Won,,,
Johan Euren,Sweden,27,192,118,Male,5/18/1985,SAVEDALEN (SWE),Wrestling,Men's 120kg Greco-Roman,Won,,,1
Johan Jakobsson,Sweden,25,195,104,Male,2/12/1987,,Handball,Men's Handball,Not Won,,,
Johan Linde,Australia,29,198,,Male,6/27/1983,ROSE PARK (AUS),Boxing,Men's Super Heavy (+91kg),Not Won,,,
Johan Sjostrand,Sweden,25,195,93,Male,2/26/1987,,Handball,Men's Handball,Not Won,,,
Johana Beatriz Fuenmayor Choles,Venezuela,33,154,48,Female,7/17/1979,,Fencing,Women's Individual Foil,Not Won,,,
Johana Moreno,Colombia,27,177,93,Female,4/15/1985,APARTADO (COL),Athletics,Women's Hammer Throw,Not Won,,,
Johanna Ahlm,Sweden,24,175,65,Female,10/3/1987,,Handball,Women's Handball,Not Won,,,
Johanna Almgren,Sweden,28,169,62,Female,3/22/1984,,Football,Women's Football,Not Won,,,
Johanna Danois,France,25,167,61,Female,4/4/1987,Saint Claude (FRA),Athletics,Women's 4 x 100m Relay,Not Won,,,
Johanna Jackson,Great Britain,27,170,55,Female,1/17/1985,MIDDLESBROUGH (GBR),Athletics,Women's 20km Race Walk,Not Won,,,
Johanna Wiberg,Sweden,28,185,77,Female,9/6/1983,,Handball,Women's Handball,Not Won,,,
Johanna Ylinen,Finland,28,168,63,Female,7/19/1984,Pori (FIN),Judo,Women's -63kg,Not Won,,,
Johannah Leedham,Great Britain,24,178,76,Female,12/5/1987,,Basketball,Women's Basketball,Not Won,,,
Johannes Ahun,Estonia,24,188,80,Male,12/22/1987,Tallinn (EST),Sailing,Men's RS-X,Not Won,,,
Johannes Schoettler,Germany,27,191,84,Male,8/27/1984,Hamburg,Badminton,Men's Doubles,Not Won,,,
John Degenkolb,Germany,23,180,79,Male,1/7/1989,Gera (GER),Cycling - Road,Men's Road Race,Not Won,,,
John Garcia-Thompson,Great Britain,33,192,92,Male,6/8/1979,,Beach Volleyball,Men's Beach Volleyball,Not Won,,,
John Howard,Federated States of Micronesia,31,173,78,Male,7/21/1981,Chuuk (FSM),Athletics,Men's 100m,Not Won,,,
John Isner,United States of America,27,206,104,Male,4/26/1985,,Tennis,"Men's Singles, Men's Doubles",Not Won,,,
John Joe Nevin,Ireland,23,175,,Male,6/7/1989,,Boxing,Men's Bantam (56kg),Not Won,,,
John Mann,United States of America,27,198,113,Male,6/27/1985,Beverly Hills (USA),Water Polo,Men's Water Polo,Not Won,,,
John Nunn,United States of America,34,188,78,Male,2/3/1978,Durango (USA),Athletics,Men's 50km Race Walk,Not Won,,,
John Orozco,United States of America,19,165,,Male,12/30/1992,Bronx (USA),Gymnastics - Artistic,"Men's Individual All-Around, Men's Team, Men's Qualification",Not Won,,,
John Pearce,Great Britain,24,190,88,Male,11/23/1987,,Handball,Men's Handball,Not Won,,,
John Smith,South Africa,22,191,72,Male,1/12/1990,,Rowing,Men's Lightweight Four,Won,0.25,,
John Steffensen,Australia,29,180,71,Male,8/30/1982,Perth (AUS),Athletics,Men's 4 x 400m Relay,Not Won,,,
John Storey,New Zealand,25,186,85,Male,7/19/1987,,Rowing,Men's Quadruple Sculls,Not Won,,,
John-John Dohmen,Belgium,24,174,67,Male,1/24/1988,,Hockey,Men's Hockey,Not Won,,,
Johnno Cotterill,Australia,24,193,91,Male,10/27/1987,,Water Polo,Men's Water Polo,Not Won,,,
Johnny Leveron,Honduras,22,165,65,Male,2/7/1990,,Football,Men's Football,Not Won,,,
Joice Rodrigues,Brazil,25,174,68,Female,9/6/1986,,Basketball,Women's Basketball,Not Won,,,
Joice Souza da Silva,Brazil,29,167,55,Female,7/20/1983,Rio De Janeiro (BRA),Wrestling,Women's 55kg Freestyle,Not Won,,,
Jolanta Ogar,Poland,30,178,70,Female,4/28/1982,BRZESKO (POL),Sailing,Women's 470,Not Won,,,
Joliane Melancon,Canada,26,170,57,Female,3/22/1986,Laval (CAN),Judo,Women's -57kg,Not Won,,,
Jolien D'hoore,Belgium,22,175,63,Female,3/14/1990,Gent (BEL),Cycling - Track,Women's Omnium,Not Won,,,
Joline Hostman,Sweden,23,174,66,Female,9/24/1988,OSTAD (SWE),Swimming,"Women's 100m Breaststroke, Women's 200m Breaststroke, Women's 4x100m Medley Relay",Not Won,,,
Jon Schofield,Great Britain,27,182,80,Male,5/10/1985,,Canoe Sprint,Men's Kayak Double (K2) 200m,Not Won,,,
Jonas Ems,Germany,25,191,92,Male,8/26/1986,,Canoe Sprint,Men's Kayak Double (K2) 200m,Not Won,,,
Jonas Hogh-Christensen,Denmark,31,186,102,Male,5/21/1981,Gentofte (DEN),Sailing,Men's Finn,Won,,1,
Jonas Kallman,Sweden,31,200,102,Male,7/17/1981,,Handball,Men's Handball,Not Won,,,
Jonas Larholm,Sweden,30,192,96,Male,6/3/1982,,Handball,Men's Handball,Not Won,,,
Jonas Maciulis,Lithuania,27,198,98,Male,2/10/1985,,Basketball,Men's Basketball,Not Won,,,
Jonas Matheus,Namibia,26,170,,Male,4/29/1986,Windhoek (NAM),Boxing,Men's Bantam (56kg),Not Won,,,
Jonas Plass,Germany,26,183,75,Male,8/1/1986,BAMBERG (GER),Athletics,Men's 4 x 400m Relay,Not Won,,,
Jonas Reckermann,Germany,33,201,98,Male,5/26/1979,,Beach Volleyball,Men's Beach Volleyball,Won,0.5,,
Jonas Valanciunas,Lithuania,20,213,111,Male,5/6/1992,,Basketball,Men's Basketball,Not Won,,,
Jonas von Geijer,Sweden,31,178,70,Male,4/17/1981,RADA (SWE),Sailing,Men's 49er,Not Won,,,
Jonathan Akinyemi,Nigeria,23,183,79,Male,11/22/1988,WARRINGTON (GBR),Canoe Slalom,Men's Kayak (K1),Not Won,,,
Jonathan Alonso Flete,Spain,21,175,,Male,9/6/1990,JAMAO AL NORTE MOCA (DOM),Boxing,Men's Light Welter (64kg),Not Won,,,
Jonathan Astrand,Finland,26,179,68,Male,9/9/1985,Närpes (FIN),Athletics,Men's 200m,Not Won,,,
Jonathan Borlee,Belgium,24,180,67,Male,2/22/1988,Woluwe,Athletics,"Men's 400m, Men's 4 x 400m Relay",Not Won,,,
Jonathan Brownlee,Great Britain,22,178,68,Male,4/30/1990,Leeds (GBR),Triathlon,Men's Triathlon,Won,,,1
Jonathan Castroviejo Nicolas,Spain,25,172,64,Male,4/27/1987,BARAKALDO (ESP),Cycling - Road,"Men's Individual Time Trial, Men's Road Race",Not Won,,,
Jonathan Clarke,Great Britain,31,184,79,Male,1/28/1981,,Hockey,Men's Hockey,Not Won,,,
Jonathan Dufrasne,Belgium,25,180,70,Male,8/2/1987,BOUSSU (BEL),Cycling - Track,Men's Team Pursuit,Not Won,,,
Jonathan Hall,United States of America,24,175,95,Male,3/1/1988,Birmingham (USA),Shooting,Men's 10m Air Rifle,Not Won,,,
Jonathan Hammond,Great Britain,31,186,75,Male,10/1/1980,Aberdeen (GBR),Shooting,"Men's 50m Rifle Prone, Men's 50m Rifle 3 Positions",Not Won,,,
Jonathan Horton,United States of America,26,157,,Male,12/31/1985,Houston (USA),Gymnastics - Artistic,"Men's Team, Men's Qualification",Not Won,,,
Jonathan Lobert,France,27,195,98,Male,4/30/1985,Metz (FRA),Sailing,Men's Finn,Won,,,1
Jonathan Paget,New Zealand,28,190,80,Male,11/17/1983,WARKWORTH (NZL),Equestrian,"Individual Eventing, Team Eventing, CLIFTON PROMISE",Won,,,0.2
Jonathan Silva,Brazil,21,,,Male,7/21/1991,VARGINHA (BRA),Athletics,Men's Triple Jump,Not Won,,,
Jonathan Urretaviscaya,Uruguay,22,173,64,Male,3/19/1990,,Football,Men's Football,Not Won,,,
Jonelle Filigno,Canada,21,169,58,Female,9/24/1990,,Football,Women's Football,Won,,,0.09
Jonelle Richards,New Zealand,31,162,57,Female,10/14/1980,Nelson (NZL),Equestrian,"Individual Eventing, Team Eventing, FLINTSTAR",Won,,,0.2
Jong Bok Cha,Republic of Korea,32,179,75,Male,1/29/1980,,Hockey,Men's Hockey,Not Won,,,
Jong Chol Pak,Democratic People's Republic  of Korea,24,170,,Male,10/26/1987,Pyongyang (PRK),Boxing,Men's Fly (52kg),Not Won,,,
Jong Hyun Jang,Republic of Korea,28,178,74,Male,3/28/1984,,Hockey,Men's Hockey,Not Won,,,
Jong Im Yu,Democratic People's Republic  of Korea,18,163,58,Female,12/6/1993,,Football,Women's Football,Not Won,,,
Jong Kim,Democratic People's Republic  of Korea,23,159,55,Female,4/19/1989,S.HAMGYONG,Table Tennis,"Women's Singles, Women's Team",Not Won,,,
Jong Myong Ri,Democratic People's Republic  of Korea,27,164,60,Male,4/27/1985,Pyongyang (PRK),Wrestling,Men's 60kg Freestyle,Not Won,,,
Jong Sim Rim,Democratic People's Republic  of Korea,19,163,68,Female,2/5/1993,Pyongyang,Weightlifting,Women's 69kg,Won,1,,
Jongeun Kim,Republic of Korea,26,167,57,Female,2/18/1986,Seoul (KOR),Hockey,Women's Hockey,Not Won,,,
Jonghee Kim,Republic of Korea,26,165,57,Female,3/28/1986,Seoul (KOR),Hockey,Women's Hockey,Not Won,,,
Jongho Seo,Republic of Korea,32,178,75,Male,6/20/1980,,Hockey,Men's Hockey,Not Won,,,
Jonghun Shin,Republic of Korea,23,168,,Male,5/5/1989,,Boxing,Men's Light Fly (49kg),Not Won,,,
Jonghyun Kim,Republic of Korea,27,168,66,Male,7/21/1985,JEONNAM (KOR),Shooting,"Men's 10m Air Rifle, Men's 50m Rifle 3 Positions",Won,,1,
Jongoh Jin,Republic of Korea,32,175,72,Male,9/24/1979,Gangwon (KOR),Shooting,"Men's 50m Pistol, Men's 10m Air Pistol",Won,2,,
Jongwoo Park,Republic of Korea,23,180,74,Male,3/10/1989,,Football,Men's Football,Not Won,,,
Jonna Adlerteg,Sweden,17,153,,Female,6/6/1995,Vasteras (SWE),Gymnastics - Artistic,Women's Qualification,Not Won,,,
Joon-Eem Ha,Republic of Korea,22,188,73,Female,12/26/1989,GUMI (KOR),Volleyball,Women's Volleyball,Not Won,,,
Joonas Lindgren,Finland,26,170,64,Male,5/31/1986,Helsinki (FIN),Sailing,Men's 470,Not Won,,,
Jordan Ernest Burroughs,United States of America,24,173,74,Male,7/8/1988,Camden (USA),Wrestling,Men's 74kg Freestyle,Not Won,,,
Jordan Larson,United States of America,25,188,77,Female,10/16/1986,Fremont (USA),Volleyball,Women's Volleyball,Not Won,,,
Jordan Rhodes,Great Britain,22,185,83,Male,2/5/1990,,Football,Men's Football,Not Won,,,
Jordi Alba,Spain,23,170,66,Male,3/21/1989,,Football,Men's Football,Not Won,,,
Jordis Steinegger,Austria,29,172,58,Female,2/8/1983,Graz (AUT),Swimming,"Women's 200m Freestyle, Women's 400m Individual Medley",Not Won,,,
Jordyn Wieber,United States of America,17,157,,Female,7/12/1995,Lansing (USA),Gymnastics - Artistic,"Women's Team, Women's Qualification",Won,0.2,,
Jorge Adelbio Soto Perera,Uruguay,25,186,85,Male,8/8/1986,Salto (URU),Cycling - Road,Men's Road Race,Not Won,,,
Jorge Antonio Garcia,Cuba,24,,,Male,1/14/1988,,Canoe Sprint,Men's Kayak Single (K1) 1000m,Not Won,,,
Jorge David Arroyo Valdez,Ecuador,20,193,105,Male,9/23/1991,FRANCISCO ORELLANA,Weightlifting,Men's 105kg,Not Won,,,
Jorge Eduardo Garcia Bustos,Chile,25,174,105,Male,4/22/1987,LA SERENA,Weightlifting,Men's 105kg,Not Won,,,
Jorge Enriquez,Mexico,21,189,74,Male,1/8/1991,,Football,Men's Football,Not Won,,,
Jorge Hernandez,Mexico,23,175,69,Male,6/10/1989,,Football,Men's Football,Not Won,,,
Jorge Hugo Giraldo Lopez,Colombia,32,163,,Male,9/5/1979,MEDELLIN,Gymnastics - Artistic,Men's Qualification,Not Won,,,
Jorge Llames,Spain,33,170,76,Male,10/17/1978,PIEDRAS BLANCAS (ESP),Shooting,Men's 25m Rapid Fire Pistol,Not Won,,,
Jorge Maqueda Peno,Spain,24,197,102,Male,2/6/1988,,Handball,Men's Handball,Not Won,,,
Jorge Paula,Portugal,27,190,85,Male,10/8/1984,Lisboa (POR),Athletics,Men's 400m Hurdles,Not Won,,,
Jorge Y Fernandez,Cuba,24,,,Male,10/2/1987,Matanzas (CUB),Athletics,Men's Discus Throw,Not Won,,,
Jorge Zarif,Brazil,19,191,97,Male,9/30/1992,Sao Paulo (BRA),Sailing,Men's Finn,Not Won,,,
Jorgen Persson,Sweden,46,186,79,Male,4/22/1966,M LUTHER (SWE),Table Tennis,"Men's Singles, Men's Team",Not Won,,,
Joris Daudet,France,21,183,75,Male,2/12/1991,SAINTES (FRA),Cycling - BMX,Men's BMX,Not Won,,,
Joris van Springel,Belgium,49,171,69,Male,2/8/1963,Turnhout (BEL),Equestrian,"Individual Eventing, Team Eventing, LULLY DES AULNES",Not Won,,,
Jos Lansink,Belgium,51,178,70,Male,3/19/1961,WEERSELO (NED),Equestrian,"Individual Jumping, Team Jumping, VALENTINA VAN 'T HEIKE",Not Won,,,
Josanne Lucas,Trinidad and Tobago,28,175,58,Female,5/14/1984,Scarborough (TRI),Athletics,Women's 100m Hurdles,Not Won,,,
Josateki Naulu,Fiji,28,175,81,Male,6/8/1984,Suva (FIJ),Judo,Men's -81kg,Not Won,,,
Jose Amado Garcia,Guatemala,34,177,59,Male,9/13/1977,SAN JERONIMO BAJA VERAPAZ (GUA),Athletics,Men's Marathon,Not Won,,,
Jose Antonio Guerra,Cuba,32,,,Male,8/9/1979,Santiago de Cuba (CUB),Diving,"Men's 10m Platform, Men's Synchronised 10m Platform",Not Won,,,
Jose Antonio Hermida Ramos,Spain,33,172,66,Male,8/24/1978,Puigcerda (ESP),Cycling - Mountain Bike,Men's Cross-country,Not Won,,,
Jose Calderon,Spain,30,191,90,Male,9/28/1981,,Basketball,Men's Basketball,Not Won,,,
Jose Carlos Bulnes,Cuba,22,,,Male,8/29/1989,Ciudad Habana (CUB),Canoe Sprint,Men's Canoe Double (C2) 1000m,Not Won,,,
Jose Carlos Hernandez,Spain,34,175,70,Male,3/17/1978,ARRECIFE (ESP),Athletics,Men's Marathon,Not Won,,,
Jose Carlos Herrera,Mexico,26,187,77,Male,2/5/1986,MONTERREY (MEX),Athletics,Men's 200m,Not Won,,,
Jose Carlos Moreira,Brazil,28,172,76,Male,9/28/1983,CODO (BRA),Athletics,Men's 4 x 100m Relay,Not Won,,,
Jose Corona,Mexico,31,188,83,Male,1/26/1981,,Football,Men's Football,Not Won,,,
Jose Cristobal,Mexico,25,169,83,Male,8/11/1986,,Canoe Sprint,"Men's Canoe Single (C1) 1000m, Men's Canoe Single (C1) 200m",Not Won,,,
Jose Daniel Diaz Robertti,Venezuela,23,172,74,Male,2/22/1989,ACARIGUA (VEN),Wrestling,Men's 84kg Freestyle,Not Won,,,
Jose de la Nieve Linares,Spain,25,163,,Male,8/28/1986,REPUBLICA DOMINICANA (DOM),Boxing,Men's Light Fly (49kg),Not Won,,,
Jose Espinoza Mena,Venezuela,24,173,,Male,6/15/1988,San Jose (VEN),Boxing,Men's Middle (75kg),Not Won,,,
Jose Hombrados Ibanez,Spain,40,196,96,Male,4/7/1972,,Handball,Men's Handball,Not Won,,,
Jose Joaquin Rojas Gil,Spain,27,178,76,Male,6/8/1985,CIEZA (ESP),Cycling - Road,Men's Road Race,Not Won,,,
Jose Larduet Gomez,Cuba,22,,,Male,2/23/1990,Santiago de Cuba (CUB),Boxing,Men's Heavy (91kg),Not Won,,,
Jose Leyver,Mexico,26,164,52,Male,11/12/1985,NANCHITAL DE LAZARO CARDENAS (MEX),Athletics,Men's 50km Race Walk,Not Won,,,
Jose Lino Montes Gongora,Mexico,23,153,56,Male,4/18/1989,YUCATAN,Weightlifting,Men's 56kg,Not Won,,,
Jose Manuel Martin Dockx,Spain,38,182,79,Male,1/7/1974,Malaga (ESP),Equestrian,"Individual Dressage, Team Dressage, GRANDIOSO",Not Won,,,
Jose Maria Larocca,Argentina,43,183,83,Male,1/1/1969,Wettingen (SUI),Equestrian,"Individual Jumping, ROYAL POWER",Not Won,,,
Jose Melendez,Venezuela,19,170,65,Male,5/19/1993,GUARICO (VEN),Athletics,Men's 4 x 400m Relay,Not Won,,,
Jose Mendoza,Honduras,23,170,70,Male,7/21/1989,,Football,Men's Football,Not Won,,,
Jose Miguel Perez,Spain,25,182,70,Male,8/31/1986,Cuenca (ESP),Triathlon,Men's Triathlon,Not Won,,,
Jose Pena,Venezuela,25,165,56,Male,1/12/1987,San Cristóbal (VEN),Athletics,Men's 3000m Steeplechase,Not Won,,,
Jose Ramirez,United States of America,19,178,,Male,8/12/1992,HANFORD (USA),Boxing,Men's Light (60kg),Not Won,,,
Jose Reynaldo Bencosme de Leon,Italy,20,185,73,Male,5/16/1992,PROVINCIA DI LA VEGA (DOM),Athletics,Men's 400m Hurdles,Not Won,,,
Jose Rodriguez,Mexico,20,185,80,Male,7/4/1992,,Football,Men's Football,Not Won,,,
Jose Ruiz Durango,Venezuela,32,187,83,Male,1/22/1980,MARACAIBO (VEN),Sailing,Men's Laser,Not Won,,,
Jose Velasquez,Honduras,22,165,65,Male,12/8/1989,,Football,Men's Football,Not Won,,,
Josef Dostal,Czech Republic,19,202,111,Male,3/3/1993,Praha (CZE),Canoe Sprint,Men's Kayak Four (K4) 1000m,Won,,,0.25
Josef Palelashvili,Israel,25,178,73,Male,9/6/1986,GORI (GEO),Judo,Men's -73kg,Not Won,,,
Josef Prorok,Czech Republic,24,190,81,Male,11/16/1987,Praha 4 (CZE),Athletics,Men's 400m Hurdles,Not Won,,,
Josefa Idem,Italy,47,177,70,Female,9/23/1964,,Canoe Sprint,Women's Kayak Single (K1) 500m,Not Won,,,
Josefin Nordlow,Sweden,30,171,65,Female,3/9/1982,Sjalevad (SWE),Canoe Sprint,Women's Kayak Double (K2) 500m,Not Won,,,
Josefin Olsson,Sweden,22,172,68,Female,8/23/1989,S:T NICOLAI (SWE),Sailing,Women's Laser Radial,Not Won,,,
Josefina Sruoga,Argentina,21,171,60,Female,8/23/1990,Buenos Aires (ARG),Hockey,Women's Hockey,Not Won,,,
Joseph Andy Lui,Tonga,20,,,Male,7/7/1992,Tofoa (TGA),Athletics,Men's 100m,Not Won,,,
Joseph Diaz Jr,United States of America,19,168,,Male,11/23/1992,Downey (USA),Boxing,Men's Bantam (56kg),Not Won,,,
Joseph Murphy,Ireland,35,180,75,Male,8/6/1976,MULLINGAR (IRL),Equestrian,"Individual Eventing, Team Eventing, ELECTRIC CRUISE",Not Won,,,
Joseph O`regan,Great Britain,21,203,105,Male,6/22/1991,OLDHAM (GBR),Water Polo,Men's Water Polo,Not Won,,,
Joseph Schooling,Singapore,17,170,62,Male,6/16/1995,Singapore (SIN),Swimming,"Men's 100m Butterfly, Men's 200m Butterfly",Not Won,,,
Joseph Sullivan,New Zealand,25,182,82,Male,4/11/1987,,Rowing,Men's Double Sculls,Won,0.5,,
Joseph Veloce,Canada,23,180,82,Male,4/23/1989,ST. CATHARINES (CAN),Cycling - Track,Men's Keirin,Not Won,,,
Josephine Terlecki,Germany,26,183,81,Female,2/17/1986,Weimar (GER),Athletics,Women's Shot Put,Not Won,,,
Joshua Binstock,Canada,31,196,99,Male,1/12/1981,,Beach Volleyball,Men's Beach Volleyball,Not Won,,,
Joshua Booth,Australia,21,190,93,Male,10/9/1990,,Rowing,Men's Eight,Not Won,,,
Joshua Dunkley-Smith,Australia,23,194,98,Male,6/28/1989,,Rowing,Men's Four,Won,,,0.25
Joshua Jefferis,Australia,26,155,,Male,8/29/1985,Brisbane (AUS),Gymnastics - Artistic,"Men's Individual All-Around, Men's Qualification",Not Won,,,
Joshua Mance,United States of America,20,191,82,Male,3/21/1992,Los Angeles (USA),Athletics,Men's 4 x 400m Relay,Not Won,,,
Joshua Richmond,United States of America,26,188,91,Male,12/19/1985,Sayre (USA),Shooting,Men's Double Trap,Not Won,,,
Joshua Ross,Australia,31,185,83,Male,2/9/1981,CAMPERDOWN (AUS),Athletics,Men's 4 x 100m Relay,Not Won,,,
Josiah Ng Onn Lam,Malaysia,32,174,70,Male,2/2/1980,PHILIPPINES (PHI),Cycling - Track,"Men's Sprint, Men's Keirin",Not Won,,,
Josiane Patricia Soloniaina,Madagascar,34,160,72,Female,4/25/1978,ITAOSY ANTANANARIVO (MAD),Wrestling,Women's 72kg Freestyle,Not Won,,,
Josip Drmic,Switzerland,19,182,70,Male,8/8/1992,,Football,Men's Football,Not Won,,,
Josip Pavic,Croatia,30,195,90,Male,1/15/1982,Split (CRO),Water Polo,Men's Water Polo,Not Won,,,
Josleidy Ribalta,Cuba,22,,,Female,5/2/1990,HABANA (CUB),Athletics,Women's Triple Jump,Not Won,,,
Jovana Brakocevic,Serbia,24,196,82,Female,3/5/1988,Zrenjanin (SRB),Volleyball,Women's Volleyball,Not Won,,,
Jovana Vesovic,Serbia,25,182,68,Female,6/21/1987,Uzice (SRB),Volleyball,Women's Volleyball,Not Won,,,
Joy Nakhumicha Sakari,Kenya,26,170,60,Female,6/6/1986,BUNGOMA (KEN),Athletics,Women's 400m,Not Won,,,
